Datum;Stromverbrauch [kW];Temperatur [°C];Luftfeuchtigkeit [% r.F.];Globalstrahlung [W/m²]
25.09.2022 16:30;1255;14,85;78,5;72
25.09.2022 16:45;1245;14,8;79;55
25.09.2022 17:00;1240;14,7;80,5;44,5
25.09.2022 17:15;1260;14,6;82;34
25.09.2022 17:30;1245;14,65;82;24
25.09.2022 17:45;1250;14,7;82;14
25.09.2022 18:00;1245;14,55;83;7
25.09.2022 18:15;1250;14,4;84;0
25.09.2022 18:30;1240;14,3;85;0
25.09.2022 18:45;1250;14,2;86;0
25.09.2022 19:00;1240;14,2;86,5;0
25.09.2022 19:15;1240;14,2;87;0
25.09.2022 19:30;1245;14,2;87,5;0
25.09.2022 19:45;1245;14,2;88;0
25.09.2022 20:00;1255;14,1;88,5;0
25.09.2022 20:15;1255;14;89;0
25.09.2022 20:30;1265;14;90;0
25.09.2022 20:45;1245;14;91;0
25.09.2022 21:00;1250;14,05;91;0
25.09.2022 21:15;1240;14,1;91;0
25.09.2022 21:30;1255;14,1;91,5;0
25.09.2022 21:45;1255;14,1;92;0
25.09.2022 22:00;1270;14,05;92,5;0
25.09.2022 22:15;1255;14;93;0
25.09.2022 22:30;1240;14;93,5;0
25.09.2022 22:45;1225;14;94;0
25.09.2022 23:00;1245;14;94;0
25.09.2022 23:15;1245;14;94;0
25.09.2022 23:30;1245;14,05;94;0
25.09.2022 23:45;1225;14,1;94;0
26.09.2022 00:00;1225;14,05;94,5;0
26.09.2022 00:15;1250;14;95;0
26.09.2022 00:30;1235;14,05;94,5;0
26.09.2022 00:45;1240;14,1;94;0
26.09.2022 01:00;1220;14,1;92;0
26.09.2022 01:15;1240;14,1;90;0
26.09.2022 01:30;1240;14;89;0
26.09.2022 01:45;1230;13,9;88;0
26.09.2022 02:00;1215;13,85;88;0
26.09.2022 02:15;1220;13,8;88;0
26.09.2022 02:30;1225;13,8;88;0
26.09.2022 02:45;1215;13,8;88;0
26.09.2022 03:00;1215;13,8;87,5;0
26.09.2022 03:15;1215;13,8;87;0
26.09.2022 03:30;1225;13,8;86,5;0
26.09.2022 03:45;1220;13,8;86;0
26.09.2022 04:00;1225;13,8;86;0
26.09.2022 04:15;1215;13,8;86;0
26.09.2022 04:30;1225;13,8;86;0
26.09.2022 04:45;1210;13,8;86;0
26.09.2022 05:00;1220;13,85;86;0
26.09.2022 05:15;1210;13,9;86;0
26.09.2022 05:30;1220;13,85;85,5;0
26.09.2022 05:45;1235;13,8;85;0
26.09.2022 06:00;1230;13,8;85,5;3,5
26.09.2022 06:15;1250;13,8;86;7
26.09.2022 06:30;1240;13,8;86,5;13,5
26.09.2022 06:45;1255;13,8;87;20
26.09.2022 07:00;1245;13,85;87;27
26.09.2022 07:15;1265;13,9;87;34
26.09.2022 07:30;1260;14;86;58
26.09.2022 07:45;1270;14,1;85;82
26.09.2022 08:00;1280;14,15;85;78,5
26.09.2022 08:15;1295;14,2;85;75
26.09.2022 08:30;1335;14,6;83;82
26.09.2022 08:45;1325;15;81;89
26.09.2022 09:00;1365;15;80,5;123
26.09.2022 09:15;1360;15;80;157
26.09.2022 09:30;1375;15,45;77,5;218
26.09.2022 09:45;1395;15,9;75;279
26.09.2022 10:00;1390;15,95;74,5;340,5
26.09.2022 10:15;1400;16;74;402
26.09.2022 10:30;1390;16,25;72,5;402
26.09.2022 10:45;1420;16,5;71;402
26.09.2022 11:00;1420;16,8;68;507,5
26.09.2022 11:15;1395;17,1;65;613
26.09.2022 11:30;1385;17,45;62,5;524,5
26.09.2022 11:45;1390;17,8;60;436
26.09.2022 12:00;1385;17,85;58,5;511
26.09.2022 12:15;1405;17,9;57;586
26.09.2022 12:30;1410;17,85;57;630,5
26.09.2022 12:45;1400;17,8;57;675
26.09.2022 13:00;1380;18;56,5;624
26.09.2022 13:15;1380;18,2;56;573
26.09.2022 13:30;1355;18;55;576
26.09.2022 13:45;1365;17,8;54;579
26.09.2022 14:00;1370;17,9;55;552
26.09.2022 14:15;1385;18;56;525
26.09.2022 14:30;1355;18,25;54,5;491
26.09.2022 14:45;1320;18,5;53;457
26.09.2022 15:00;1305;18,85;51,5;440
26.09.2022 15:15;1280;19,2;50;423
26.09.2022 15:30;1285;19,2;49,5;375
26.09.2022 15:45;1295;19,2;49;327
26.09.2022 16:00;1315;18,95;50,5;283
26.09.2022 16:15;1325;18,7;52;239
26.09.2022 16:30;1330;18,6;53;194,5
26.09.2022 16:45;1330;18,5;54;150
26.09.2022 17:00;1320;18,3;54,5;92
26.09.2022 17:15;1320;18,1;55;34
26.09.2022 17:30;1335;18;54,5;24
26.09.2022 17:45;1325;17,9;54;14
26.09.2022 18:00;1320;17,7;55,5;7
26.09.2022 18:15;1310;17,5;57;0
26.09.2022 18:30;1300;17,35;58;0
26.09.2022 18:45;1310;17,2;59;0
26.09.2022 19:00;1305;17,1;59,5;0
26.09.2022 19:15;1320;17;60;0
26.09.2022 19:30;1305;16,9;61;0
26.09.2022 19:45;1295;16,8;62;0
26.09.2022 20:00;1300;16,65;63;0
26.09.2022 20:15;1300;16,5;64;0
26.09.2022 20:30;1305;16,35;65,5;0
26.09.2022 20:45;1305;16,2;67;0
26.09.2022 21:00;1290;15,9;69;0
26.09.2022 21:15;1280;15,6;71;0
26.09.2022 21:30;1280;15,4;73;0
26.09.2022 21:45;1275;15,2;75;0
26.09.2022 22:00;1255;14,95;76,5;0
26.09.2022 22:15;1270;14,7;78;0
26.09.2022 22:30;1265;14,4;80;0
26.09.2022 22:45;1270;14,1;82;0
26.09.2022 23:00;1260;14,1;82,5;0
26.09.2022 23:15;1275;14,1;83;0
26.09.2022 23:30;1310;14,05;82,5;0
26.09.2022 23:45;1310;14;82;0
27.09.2022 00:00;1305;14,05;81,5;0
27.09.2022 00:15;1285;14,1;81;0
27.09.2022 00:30;1290;14,2;80,5;0
27.09.2022 00:45;1290;14,3;80;0
27.09.2022 01:00;1295;14,2;80;0
27.09.2022 01:15;1300;14,1;80;0
27.09.2022 01:30;1260;14;80,5;0
27.09.2022 01:45;1260;13,9;81;0
27.09.2022 02:00;1260;13,75;82;0
27.09.2022 02:15;1255;13,6;83;0
27.09.2022 02:30;1240;13,35;84;0
27.09.2022 02:45;1255;13,1;85;0
27.09.2022 03:00;1250;13;85,5;0
27.09.2022 03:15;1245;12,9;86;0
27.09.2022 03:30;1260;12,9;86;0
27.09.2022 03:45;1260;12,9;86;0
27.09.2022 04:00;1240;12,65;86,5;0
27.09.2022 04:15;1225;12,4;87;0
27.09.2022 04:30;1255;12,35;87;0
27.09.2022 04:45;1260;12,3;87;0
27.09.2022 05:00;1260;12,3;87;0
27.09.2022 05:15;1260;12,3;87;0
27.09.2022 05:30;1265;12,5;86;0
27.09.2022 05:45;1250;12,7;85;0
27.09.2022 06:00;1245;12,85;85;3,5
27.09.2022 06:15;1250;13;85;7
27.09.2022 06:30;1245;12,85;85;17
27.09.2022 06:45;1260;12,7;85;27
27.09.2022 07:00;1240;12,85;85;37,5
27.09.2022 07:15;1245;13;85;48
27.09.2022 07:30;1240;13,1;85;65
27.09.2022 07:45;1255;13,2;85;82
27.09.2022 08:00;1240;13,45;86,5;109
27.09.2022 08:15;1260;13,7;88;136
27.09.2022 08:30;1215;13,65;88;184
27.09.2022 08:45;1060;13,6;88;232
27.09.2022 09:00;1070;13,65;88;238,5
27.09.2022 09:15;1080;13,7;88;245
27.09.2022 09:30;1115;13,45;88,5;262
27.09.2022 09:45;1080;13,2;89;279
27.09.2022 10:00;1100;12,95;88,5;296,5
27.09.2022 10:15;1125;12,7;88;314
27.09.2022 10:30;1100;12,75;87;460,5
27.09.2022 10:45;1080;12,8;86;607
27.09.2022 11:00;1100;12,9;85,5;405,5
27.09.2022 11:15;1095;13;85;204
27.09.2022 11:30;1100;13,4;83,5;316,5
27.09.2022 11:45;1125;13,8;82;429
27.09.2022 12:00;1095;14;79,5;378
27.09.2022 12:15;1100;14,2;77;327
27.09.2022 12:30;1090;14,25;75;327
27.09.2022 12:45;1090;14,3;73;327
27.09.2022 13:00;1085;14,4;72,5;276
27.09.2022 13:15;1090;14,5;72;225
27.09.2022 13:30;1085;14,6;71,5;344,5
27.09.2022 13:45;1105;14,7;71;464
27.09.2022 14:00;1120;14,7;69,5;341
27.09.2022 14:15;1105;14,7;68;218
27.09.2022 14:30;1085;14,6;68,5;204,5
27.09.2022 14:45;1090;14,5;69;191
27.09.2022 15:00;1125;14,55;67,5;269,5
27.09.2022 15:15;1125;14,6;66;348
27.09.2022 15:30;1135;14,45;63,5;344,5
27.09.2022 15:45;1140;14,3;61;341
27.09.2022 16:00;1135;14,1;62,5;293
27.09.2022 16:15;1130;13,9;64;245
27.09.2022 16:30;1130;13,95;65;204,5
27.09.2022 16:45;1115;14;66;164
27.09.2022 17:00;1120;14;65,5;126,5
27.09.2022 17:15;1110;14;65;89
27.09.2022 17:30;1135;13,95;65;54,5
27.09.2022 17:45;1130;13,9;65;20
27.09.2022 18:00;1135;13,8;65,5;10
27.09.2022 18:15;1130;13,7;66;0
27.09.2022 18:30;1110;13,35;65,5;0
27.09.2022 18:45;1125;13;65;0
27.09.2022 19:00;1135;12,85;65;0
27.09.2022 19:15;1125;12,7;65;0
27.09.2022 19:30;1115;12,65;64,5;0
27.09.2022 19:45;1125;12,6;64;0
27.09.2022 20:00;1160;12,5;64,5;0
27.09.2022 20:15;1150;12,4;65;0
27.09.2022 20:30;1130;12,3;65,5;0
27.09.2022 20:45;1120;12,2;66;0
27.09.2022 21:00;1115;12,15;67;0
27.09.2022 21:15;1140;12,1;68;0
27.09.2022 21:30;1150;11,95;68,5;0
27.09.2022 21:45;1165;11,8;69;0
27.09.2022 22:00;1160;11,8;68,5;0
27.09.2022 22:15;1200;11,8;68;0
27.09.2022 22:30;1195;11,8;67,5;0
27.09.2022 22:45;1190;11,8;67;0
27.09.2022 23:00;1195;11,75;66;0
27.09.2022 23:15;1190;11,7;65;0
27.09.2022 23:30;1200;11,75;64,5;0
27.09.2022 23:45;1200;11,8;64;0
28.09.2022 00:00;1210;11,65;65;0
28.09.2022 00:15;1200;11,5;66;0
28.09.2022 00:30;1195;11,35;67;0
28.09.2022 00:45;1190;11,2;68;0
28.09.2022 01:00;1200;11,05;69;0
28.09.2022 01:15;1220;10,9;70;0
28.09.2022 01:30;1205;10,75;71,5;0
28.09.2022 01:45;1195;10,6;73;0
28.09.2022 02:00;1185;10,5;73,5;0
28.09.2022 02:15;1190;10,4;74;0
28.09.2022 02:30;1195;10,55;72,5;0
28.09.2022 02:45;1195;10,7;71;0
28.09.2022 03:00;1190;10,75;70,5;0
28.09.2022 03:15;1185;10,8;70;0
28.09.2022 03:30;1180;10,65;71;0
28.09.2022 03:45;1180;10,5;72;0
28.09.2022 04:00;1195;10,3;74;0
28.09.2022 04:15;1190;10,1;76;0
28.09.2022 04:30;1185;10,2;75;0
28.09.2022 04:45;1180;10,3;74;0
28.09.2022 05:00;1185;10,55;72,5;0
28.09.2022 05:15;1195;10,8;71;0
28.09.2022 05:30;1195;10,65;72;0
28.09.2022 05:45;1195;10,5;73;0
28.09.2022 06:00;1185;10,65;72,5;0
28.09.2022 06:15;1205;10,8;72;0
28.09.2022 06:30;1220;10,7;71,5;10
28.09.2022 06:45;1225;10,6;71;20
28.09.2022 07:00;1210;10,9;68,5;27
28.09.2022 07:15;1205;11,2;66;34
28.09.2022 07:30;1200;11,4;64,5;44,5
28.09.2022 07:45;1210;11,6;63;55
28.09.2022 08:00;1210;11,5;63,5;58
28.09.2022 08:15;1230;11,4;64;61
28.09.2022 08:30;1205;11,7;65,5;75
28.09.2022 08:45;1230;12;67;89
28.09.2022 09:00;1255;12,4;68;85,5
28.09.2022 09:15;1265;12,8;69;82
28.09.2022 09:30;1250;12,55;72,5;92
28.09.2022 09:45;1270;12,3;76;102
28.09.2022 10:00;1255;12,25;76,5;95,5
28.09.2022 10:15;1270;12,2;77;89
28.09.2022 10:30;1290;13,05;72,5;89
28.09.2022 10:45;1280;13,9;68;89
28.09.2022 11:00;1285;14,45;67,5;126,5
28.09.2022 11:15;1280;15;67;164
28.09.2022 11:30;1270;15,7;63,5;136,5
28.09.2022 11:45;1370;16,4;60;109
28.09.2022 12:00;1375;17,2;55,5;122,5
28.09.2022 12:15;1375;18;51;136
28.09.2022 12:30;1375;17,7;52,5;146,5
28.09.2022 12:45;1375;17,4;54;157
28.09.2022 13:00;1365;17,45;54;163,5
28.09.2022 13:15;1365;17,5;54;170
28.09.2022 13:30;1365;17,7;54;173,5
28.09.2022 13:45;1355;17,9;54;177
28.09.2022 14:00;1345;18;53,5;170,5
28.09.2022 14:15;1350;18,1;53;164
28.09.2022 14:30;1345;18,55;52;133
28.09.2022 14:45;1355;19;51;102
28.09.2022 15:00;1345;18,9;52;116
28.09.2022 15:15;1335;18,8;53;130
28.09.2022 15:30;1345;18,7;51,5;112,5
28.09.2022 15:45;1355;18,6;50;95
28.09.2022 16:00;1375;18,45;48,5;92
28.09.2022 16:15;1375;18,3;47;89
28.09.2022 16:30;1360;18,1;48;68,5
28.09.2022 16:45;1360;17,9;49;48
28.09.2022 17:00;1345;17,75;50,5;31
28.09.2022 17:15;1360;17,6;52;14
28.09.2022 17:30;1375;17,4;53;10,5
28.09.2022 17:45;1370;17,2;54;7
28.09.2022 18:00;1365;16,75;54,5;3,5
28.09.2022 18:15;1355;16,3;55;0
28.09.2022 18:30;1360;16,15;55,5;0
28.09.2022 18:45;1355;16;56;0
28.09.2022 19:00;1355;15,85;57,5;0
28.09.2022 19:15;1345;15,7;59;0
28.09.2022 19:30;1340;15,5;60,5;0
28.09.2022 19:45;1340;15,3;62;0
28.09.2022 20:00;1340;15,15;63;0
28.09.2022 20:15;1340;15;64;0
28.09.2022 20:30;1325;14,85;65,5;0
28.09.2022 20:45;1330;14,7;67;0
28.09.2022 21:00;1330;14,45;66;0
28.09.2022 21:15;1325;14,2;65;0
28.09.2022 21:30;1320;14,05;65;0
28.09.2022 21:45;1315;13,9;65;0
28.09.2022 22:00;1325;13,75;66;0
28.09.2022 22:15;1315;13,6;67;0
28.09.2022 22:30;1325;13,5;68;0
28.09.2022 22:45;1315;13,4;69;0
28.09.2022 23:00;1325;13,35;70,5;0
28.09.2022 23:15;1315;13,3;72;0
28.09.2022 23:30;1305;13,15;70;0
28.09.2022 23:45;1320;13;68;0
29.09.2022 00:00;1310;12,85;70,5;0
29.09.2022 00:15;1330;12,7;73;0
29.09.2022 00:30;1320;12,45;74,5;0
29.09.2022 00:45;1315;12,2;76;0
29.09.2022 01:00;1305;12,1;76;0
29.09.2022 01:15;1300;12;76;0
29.09.2022 01:30;1315;11,9;76,5;0
29.09.2022 01:45;1315;11,8;77;0
29.09.2022 02:00;1320;11,6;79;0
29.09.2022 02:15;1305;11,4;81;0
29.09.2022 02:30;1305;11,4;80,5;0
29.09.2022 02:45;1280;11,4;80;0
29.09.2022 03:00;1275;11,45;80,5;0
29.09.2022 03:15;1285;11,5;81;0
29.09.2022 03:30;1295;11,45;80,5;0
29.09.2022 03:45;1290;11,4;80;0
29.09.2022 04:00;1275;11,25;79,5;0
29.09.2022 04:15;1285;11,1;79;0
29.09.2022 04:30;1270;11;79,5;0
29.09.2022 04:45;1285;10,9;80;0
29.09.2022 05:00;1290;10,85;80,5;0
29.09.2022 05:15;1275;10,8;81;0
29.09.2022 05:30;1290;10,85;80;0
29.09.2022 05:45;1295;10,9;79;0
29.09.2022 06:00;1300;10,8;79;0
29.09.2022 06:15;1290;10,7;79;0
29.09.2022 06:30;1300;10,75;78,5;10
29.09.2022 06:45;1300;10,8;78;20
29.09.2022 07:00;1295;10,8;79;34
29.09.2022 07:15;1280;10,8;80;48
29.09.2022 07:30;1295;10,75;80,5;78,5
29.09.2022 07:45;1290;10,7;81;109
29.09.2022 08:00;1295;10,8;80,5;105,5
29.09.2022 08:15;1315;10,9;80;102
29.09.2022 08:30;1310;11,25;78,5;126
29.09.2022 08:45;1305;11,6;77;150
29.09.2022 09:00;1315;11,85;75,5;109
29.09.2022 09:15;1310;12,1;74;68
29.09.2022 09:30;1325;12,2;73;95,5
29.09.2022 09:45;1340;12,3;72;123
29.09.2022 10:00;1330;12,4;71;187,5
29.09.2022 10:15;1340;12,5;70;252
29.09.2022 10:30;1340;12,85;68,5;303
29.09.2022 10:45;1340;13,2;67;354
29.09.2022 11:00;1375;13,35;66;306,5
29.09.2022 11:15;1365;13,5;65;259
29.09.2022 11:30;1370;13,5;64;453,5
29.09.2022 11:45;1375;13,5;63;648
29.09.2022 12:00;1375;13,7;62,5;494,5
29.09.2022 12:15;1380;13,9;62;341
29.09.2022 12:30;1385;13,8;61,5;382
29.09.2022 12:45;1400;13,7;61;423
29.09.2022 13:00;1380;14,25;58,5;399
29.09.2022 13:15;1380;14,8;56;375
29.09.2022 13:30;1375;14,9;55,5;310
29.09.2022 13:45;1380;15;55;245
29.09.2022 14:00;1380;15,35;55;207,5
29.09.2022 14:15;1370;15,7;55;170
29.09.2022 14:30;1370;15,9;54,5;150
29.09.2022 14:45;1385;16,1;54;130
29.09.2022 15:00;1370;15,9;55,5;116
29.09.2022 15:15;1365;15,7;57;102
29.09.2022 15:30;1360;15,65;57;88,5
29.09.2022 15:45;1355;15,6;57;75
29.09.2022 16:00;1360;15,5;57;78,5
29.09.2022 16:15;1345;15,4;57;82
29.09.2022 16:30;1335;15,3;57;82
29.09.2022 16:45;1355;15,2;57;82
29.09.2022 17:00;1365;15,1;57,5;61,5
29.09.2022 17:15;1360;15;58;41
29.09.2022 17:30;1360;14,9;59;24
29.09.2022 17:45;1360;14,8;60;7
29.09.2022 18:00;1375;14,7;61;3,5
29.09.2022 18:15;1360;14,6;62;0
29.09.2022 18:30;1370;14,55;62;0
29.09.2022 18:45;1375;14,5;62;0
29.09.2022 19:00;1370;14,25;63,5;0
29.09.2022 19:15;1360;14;65;0
29.09.2022 19:30;1360;13,95;64,5;0
29.09.2022 19:45;1365;13,9;64;0
29.09.2022 20:00;1355;13,8;64,5;0
29.09.2022 20:15;1350;13,7;65;0
29.09.2022 20:30;1340;13,65;65;0
29.09.2022 20:45;1330;13,6;65;0
29.09.2022 21:00;1325;13,6;64;0
29.09.2022 21:15;1345;13,6;63;0
29.09.2022 21:30;1345;13,6;62,5;0
29.09.2022 21:45;1325;13,6;62;0
29.09.2022 22:00;1310;13,6;62,5;0
29.09.2022 22:15;1305;13,6;63;0
29.09.2022 22:30;1315;13,6;64;0
29.09.2022 22:45;1320;13,6;65;0
29.09.2022 23:00;1330;13,45;66;0
29.09.2022 23:15;1325;13,3;67;0
29.09.2022 23:30;1305;13,25;67,5;0
29.09.2022 23:45;1295;13,2;68;0
30.09.2022 00:00;1285;13,05;68,5;0
30.09.2022 00:15;1305;12,9;69;0
30.09.2022 00:30;1280;12,95;69;0
30.09.2022 00:45;1290;13;69;0
30.09.2022 01:00;1300;13;70,5;0
30.09.2022 01:15;1270;13;72;0
30.09.2022 01:30;1285;13;72;0
30.09.2022 01:45;1300;13;72;0
30.09.2022 02:00;1285;12,95;73,5;0
30.09.2022 02:15;1280;12,9;75;0
30.09.2022 02:30;1285;12,7;78;0
30.09.2022 02:45;1275;12,5;81;0
30.09.2022 03:00;1290;12,4;82,5;0
30.09.2022 03:15;1290;12,3;84;0
30.09.2022 03:30;1285;12,15;85,5;0
30.09.2022 03:45;1265;12;87;0
30.09.2022 04:00;1260;11,95;88,5;0
30.09.2022 04:15;1280;11,9;90;0
30.09.2022 04:30;1275;11,9;91;0
30.09.2022 04:45;1270;11,9;92;0
30.09.2022 05:00;1265;11,8;93;0
30.09.2022 05:15;1250;11,7;94;0
30.09.2022 05:30;1255;11,55;94,5;0
30.09.2022 05:45;1245;11,4;95;0
30.09.2022 06:00;1260;11,3;95;3,5
30.09.2022 06:15;1265;11,2;95;7
30.09.2022 06:30;1265;11,25;95,5;20,5
30.09.2022 06:45;1240;11,3;96;34
30.09.2022 07:00;1240;11,25;96;68
30.09.2022 07:15;1235;11,2;96;102
30.09.2022 07:30;1240;11,4;92,5;143
30.09.2022 07:45;1265;11,6;89;184
30.09.2022 08:00;1260;11,6;89;255,5
30.09.2022 08:15;1275;11,6;89;327
30.09.2022 08:30;1255;11,6;89,5;368
30.09.2022 08:45;1255;11,6;90;409
30.09.2022 09:00;1250;11,65;88,5;334
30.09.2022 09:15;1270;11,7;87;259
30.09.2022 09:30;1270;11,8;86;283
30.09.2022 09:45;1255;11,9;85;307
30.09.2022 10:00;1255;12,1;84,5;330,5
30.09.2022 10:15;1270;12,3;84;354
30.09.2022 10:30;1275;12,45;83;426
30.09.2022 10:45;1260;12,6;82;498
30.09.2022 11:00;1280;12,8;81;402,5
30.09.2022 11:15;1290;13;80;307
30.09.2022 11:30;1305;13,1;80;399
30.09.2022 11:45;1320;13,2;80;491
30.09.2022 12:00;1305;13,25;79,5;617
30.09.2022 12:15;1265;13,3;79;743
30.09.2022 12:30;1215;13,5;78;552
30.09.2022 12:45;1190;13,7;77;361
30.09.2022 13:00;1190;14;76;306,5
30.09.2022 13:15;1175;14,3;75;252
30.09.2022 13:30;1180;14,6;72,5;385
30.09.2022 13:45;1160;14,9;70;518
30.09.2022 14:00;1170;15,4;68;518
30.09.2022 14:15;1165;15,9;66;518
30.09.2022 14:30;1160;16;65,5;528,5
30.09.2022 14:45;1160;16,1;65;539
30.09.2022 15:00;1150;15,85;65,5;331
30.09.2022 15:15;1155;15,6;66;123
30.09.2022 15:30;1145;15,65;64,5;106
30.09.2022 15:45;1145;15,7;63;89
30.09.2022 16:00;1150;15,75;64,5;147
30.09.2022 16:15;1180;15,8;66;205
30.09.2022 16:30;1240;15,7;66;160,5
30.09.2022 16:45;1270;15,6;66;116
30.09.2022 17:00;1270;15,65;66;75
30.09.2022 17:15;1255;15,7;66;34
30.09.2022 17:30;1250;15,55;66,5;20,5
30.09.2022 17:45;1245;15,4;67;7
30.09.2022 18:00;1245;15,4;67;3,5
30.09.2022 18:15;1245;15,4;67;0
30.09.2022 18:30;1255;15,4;67,5;0
30.09.2022 18:45;1250;15,4;68;0
30.09.2022 19:00;1245;15,25;69,5;0
30.09.2022 19:15;1255;15,1;71;0
30.09.2022 19:30;1245;15,05;71,5;0
30.09.2022 19:45;1255;15;72;0
30.09.2022 20:00;1240;14,95;72,5;0
30.09.2022 20:15;1255;14,9;73;0
30.09.2022 20:30;1250;14,8;75,5;0
30.09.2022 20:45;1245;14,7;78;0
30.09.2022 21:00;1240;14,55;80;0
30.09.2022 21:15;1240;14,4;82;0
30.09.2022 21:30;1250;14,35;81,5;0
30.09.2022 21:45;1240;14,3;81;0
30.09.2022 22:00;1245;14,15;81,5;0
30.09.2022 22:15;1235;14;82;0
30.09.2022 22:30;1230;13,85;83;0
30.09.2022 22:45;1245;13,7;84;0
30.09.2022 23:00;1240;13,65;85;0
30.09.2022 23:15;1225;13,6;86;0
30.09.2022 23:30;1215;13,35;87;0
30.09.2022 23:45;1230;13,1;88;0
01.10.2022 00:00;1210;13,05;88;0
01.10.2022 00:15;1215;13;88;0
01.10.2022 00:30;1225;13;88;0
01.10.2022 00:45;1240;13;88;0
01.10.2022 01:00;1230;13;88,5;0
01.10.2022 01:15;1225;13;89;0
01.10.2022 01:30;1225;13;89,5;0
01.10.2022 01:45;1240;13;90;0
01.10.2022 02:00;1225;12,95;90,5;0
01.10.2022 02:15;1225;12,9;91;0
01.10.2022 02:30;1215;13,05;90,5;0
01.10.2022 02:45;1220;13,2;90;0
01.10.2022 03:00;1225;13,3;89,5;0
01.10.2022 03:15;1220;13,4;89;0
01.10.2022 03:30;1220;13,45;88,5;0
01.10.2022 03:45;1200;13,5;88;0
01.10.2022 04:00;1205;13,55;87;0
01.10.2022 04:15;1210;13,6;86;0
01.10.2022 04:30;1205;13,65;85;0
01.10.2022 04:45;1195;13,7;84;0
01.10.2022 05:00;1200;13,7;84;0
01.10.2022 05:15;1195;13,7;84;0
01.10.2022 05:30;1190;13,65;84;0
01.10.2022 05:45;1175;13,6;84;0
01.10.2022 06:00;1185;13,6;84;3,5
01.10.2022 06:15;1175;13,6;84;7
01.10.2022 06:30;1200;13,6;84;41
01.10.2022 06:45;1195;13,6;84;75
01.10.2022 07:00;1185;13,6;84;88,5
01.10.2022 07:15;1165;13,6;84;102
01.10.2022 07:30;1170;13,65;84;150
01.10.2022 07:45;1180;13,7;84;198
01.10.2022 08:00;1175;13,8;83;211,5
01.10.2022 08:15;1170;13,9;82;225
01.10.2022 08:30;1160;14;81;327
01.10.2022 08:45;1160;14,1;80;429
01.10.2022 09:00;1175;14,35;78;351
01.10.2022 09:15;1165;14,6;76;273
01.10.2022 09:30;1170;14,85;74,5;399
01.10.2022 09:45;1175;15,1;73;525
01.10.2022 10:00;1195;15,3;72;555,5
01.10.2022 10:15;1210;15,5;71;586
01.10.2022 10:30;1205;15,5;70,5;620
01.10.2022 10:45;1205;15,5;70;654
01.10.2022 11:00;1195;15,7;68,5;535
01.10.2022 11:15;1200;15,9;67;416
01.10.2022 11:30;1205;16,05;67;446,5
01.10.2022 11:45;1205;16,2;67;477
01.10.2022 12:00;1200;16,45;65;562,5
01.10.2022 12:15;1210;16,7;63;648
01.10.2022 12:30;1215;16,95;66,5;648
01.10.2022 12:45;1215;17,2;70;648
01.10.2022 13:00;1220;17,35;69,5;634
01.10.2022 13:15;1220;17,5;69;620
01.10.2022 13:30;1210;17,5;68,5;616,5
01.10.2022 13:45;1225;17,5;68;613
01.10.2022 14:00;1220;17,55;69;589,5
01.10.2022 14:15;1230;17,6;70;566
01.10.2022 14:30;1220;17,75;62,5;504,5
01.10.2022 14:45;1220;17,9;55;443
01.10.2022 15:00;1240;17,75;54,5;412,5
01.10.2022 15:15;1225;17,6;54;382
01.10.2022 15:30;1220;17,4;54,5;341
01.10.2022 15:45;1220;17,2;55;300
01.10.2022 16:00;1215;17,05;55;255,5
01.10.2022 16:15;1210;16,9;55;211
01.10.2022 16:30;1225;16,65;58;167
01.10.2022 16:45;1220;16,4;61;123
01.10.2022 17:00;1215;16,3;61;78,5
01.10.2022 17:15;1220;16,2;61;34
01.10.2022 17:30;1230;16,1;62,5;20,5
01.10.2022 17:45;1220;16;64;7
01.10.2022 18:00;1220;15,85;65;3,5
01.10.2022 18:15;1215;15,7;66;0
01.10.2022 18:30;1220;15,5;66,5;0
01.10.2022 18:45;1230;15,3;67;0
01.10.2022 19:00;1220;15,1;68;0
01.10.2022 19:15;1200;14,9;69;0
01.10.2022 19:30;1210;14,75;70,5;0
01.10.2022 19:45;1210;14,6;72;0
01.10.2022 20:00;1225;14,55;73;0
01.10.2022 20:15;1245;14,5;74;0
01.10.2022 20:30;1225;14,5;75;0
01.10.2022 20:45;1230;14,5;76;0
01.10.2022 21:00;1215;14,55;75,5;0
01.10.2022 21:15;1225;14,6;75;0
01.10.2022 21:30;1235;14,7;74;0
01.10.2022 21:45;1240;14,8;73;0
01.10.2022 22:00;1235;14,9;72,5;0
01.10.2022 22:15;1230;15;72;0
01.10.2022 22:30;1250;15,15;71;0
01.10.2022 22:45;1265;15,3;70;0
01.10.2022 23:00;1255;15,2;71;0
01.10.2022 23:15;1260;15,1;72;0
01.10.2022 23:30;1250;15,1;72;0
01.10.2022 23:45;1260;15,1;72;0
02.10.2022 00:00;1260;15,1;72;0
02.10.2022 00:15;1260;15,1;72;0
02.10.2022 00:30;1255;14,95;74,5;0
02.10.2022 00:45;1240;14,8;77;0
02.10.2022 01:00;1240;14,75;77;0
02.10.2022 01:15;1255;14,7;77;0
02.10.2022 01:30;1250;14,65;77;0
02.10.2022 01:45;1250;14,6;77;0
02.10.2022 02:00;1240;14,65;75,5;0
02.10.2022 02:15;1240;14,7;74;0
02.10.2022 02:30;1245;14,6;74,5;0
