Datum;Stromverbrauch [kW];Temperatur [°C];Luftfeuchtigkeit [% r.F.];Globalstrahlung [W/m²]
01.01.2022 00:15;1120;14,8;60;0
01.01.2022 00:30;1170;14,75;60,5;0
01.01.2022 00:45;1155;14,7;61;0
01.01.2022 01:00;1150;14,45;61,5;0
01.01.2022 01:15;1145;14,2;62;0
01.01.2022 01:30;1140;14,05;62,5;0
01.01.2022 01:45;1150;13,9;63;0
01.01.2022 02:00;1145;13,8;63,5;0
01.01.2022 02:15;1150;13,7;64;0
01.01.2022 02:30;1135;13,6;64,5;0
01.01.2022 02:45;1145;13,5;65;0
01.01.2022 03:00;1140;13,5;65;0
01.01.2022 03:15;1135;13,5;65;0
01.01.2022 03:30;1140;13,5;65,5;0
01.01.2022 03:45;1145;13,5;66;0
01.01.2022 04:00;1135;13,45;66,5;0
01.01.2022 04:15;1105;13,4;67;0
01.01.2022 04:30;1105;13,2;68,5;0
01.01.2022 04:45;1125;13;70;0
01.01.2022 05:00;1130;13;69,5;0
01.01.2022 05:15;1110;13;69;0
01.01.2022 05:30;1105;13,05;68,5;0
01.01.2022 05:45;1170;13,1;68;0
01.01.2022 06:00;1100;13,2;67;0
01.01.2022 06:15;1110;13,3;66;0
01.01.2022 06:30;1140;13,45;65;0
01.01.2022 06:45;1090;13,6;64;0
01.01.2022 07:00;1140;13,1;66,5;3,5
01.01.2022 07:15;1115;12,6;69;7
01.01.2022 07:30;1075;12,55;69,5;28,5
01.01.2022 07:45;1125;12,5;70;50
01.01.2022 08:00;1100;12,7;68,5;93
01.01.2022 08:15;1070;12,9;67;136
01.01.2022 08:30;1115;13,15;66;186
01.01.2022 08:45;1060;13,4;65;236
01.01.2022 09:00;1105;13,7;64;283
01.01.2022 09:15;1105;14;63;330
01.01.2022 09:30;1065;14,05;62,5;265,5
01.01.2022 09:45;1130;14,1;62;201
01.01.2022 10:00;1105;14,15;62;226
01.01.2022 10:15;1125;14,2;62;251
01.01.2022 10:30;1100;14,35;61,5;311,5
01.01.2022 10:45;1140;14,5;61;372
01.01.2022 11:00;1095;14,5;61;308
01.01.2022 11:15;1105;14,5;61;244
01.01.2022 11:30;1125;14,55;61,5;229,5
01.01.2022 11:45;1065;14,6;62;215
01.01.2022 12:00;1135;14,55;62;186,5
01.01.2022 12:15;1085;14,5;62;158
01.01.2022 12:30;1120;14,5;62;129
01.01.2022 12:45;1095;14,5;62;100
01.01.2022 13:00;1135;14,45;62;82
01.01.2022 13:15;1135;14,4;62;64
01.01.2022 13:30;1110;14,3;62,5;60,5
01.01.2022 13:45;1100;14,2;63;57
01.01.2022 14:00;1110;14,15;62,5;53,5
01.01.2022 14:15;1110;14,1;62;50
01.01.2022 14:30;1125;14,1;61,5;39,5
01.01.2022 14:45;1080;14,1;61;29
01.01.2022 15:00;1085;14,05;60,5;18
01.01.2022 15:15;1115;14;60;7
01.01.2022 15:30;1060;13,9;61;3,5
01.01.2022 15:45;1120;13,8;62;0
01.01.2022 16:00;1100;13,75;62,5;0
01.01.2022 16:15;1110;13,7;63;0
01.01.2022 16:30;1080;13,6;63,5;0
01.01.2022 16:45;1120;13,5;64;0
01.01.2022 17:00;1085;13,4;64;0
01.01.2022 17:15;1055;13,3;64;0
01.01.2022 17:30;1125;13,25;63,5;0
01.01.2022 17:45;1075;13,2;63;0
01.01.2022 18:00;1090;13,1;63;0
01.01.2022 18:15;1105;13;63;0
01.01.2022 18:30;1115;12,8;64;0
01.01.2022 18:45;1050;12,6;65;0
01.01.2022 19:00;1075;12,55;65;0
01.01.2022 19:15;1045;12,5;65;0
01.01.2022 19:30;1070;12,35;66,5;0
01.01.2022 19:45;1020;12,2;68;0
01.01.2022 20:00;1060;12,05;68,5;0
01.01.2022 20:15;1030;11,9;69;0
01.01.2022 20:30;1080;11,75;69,5;0
01.01.2022 20:45;1025;11,6;70;0
01.01.2022 21:00;1065;11,55;70;0
01.01.2022 21:15;1020;11,5;70;0
01.01.2022 21:30;1050;11,35;71;0
01.01.2022 21:45;1050;11,2;72;0
01.01.2022 22:00;1010;10,85;73,5;0
01.01.2022 22:15;1070;10,5;75;0
01.01.2022 22:30;1020;10,35;75,5;0
01.01.2022 22:45;1070;10,2;76;0
01.01.2022 23:00;1000;9,9;77;0
01.01.2022 23:15;1040;9,6;78;0
01.01.2022 23:30;1035;9,45;79;0
01.01.2022 23:45;1065;9,3;80;0
02.01.2022 00:00;1005;9,1;80,5;0
02.01.2022 00:15;1045;8,9;81;0
02.01.2022 00:30;1050;8,7;81,5;0
02.01.2022 00:45;1050;8,5;82;0
02.01.2022 01:00;1035;8,4;82;0
02.01.2022 01:15;1045;8,3;82;0
02.01.2022 01:30;1005;8;82,5;0
02.01.2022 01:45;1030;7,7;83;0
02.01.2022 02:00;1015;7,45;83,5;0
02.01.2022 02:15;1020;7,2;84;0
02.01.2022 02:30;1020;7,15;84;0
02.01.2022 02:45;1005;7,1;84;0
02.01.2022 03:00;990;6,95;84;0
02.01.2022 03:15;1000;6,8;84;0
02.01.2022 03:30;1010;6,8;84;0
02.01.2022 03:45;1000;6,8;84;0
02.01.2022 04:00;985;6,55;84,5;0
02.01.2022 04:15;995;6,3;85;0
02.01.2022 04:30;1000;6,25;85;0
02.01.2022 04:45;990;6,2;85;0
02.01.2022 05:00;980;6,25;84,5;0
02.01.2022 05:15;990;6,3;84;0
02.01.2022 05:30;990;6,35;84;0
02.01.2022 05:45;995;6,4;84;0
02.01.2022 06:00;975;6,25;83,5;0
02.01.2022 06:15;985;6,1;83;0
02.01.2022 06:30;985;6,1;83;0
02.01.2022 06:45;980;6,1;83;0
02.01.2022 07:00;985;6;83,5;7
02.01.2022 07:15;975;5,9;84;14
02.01.2022 07:30;995;5,8;84,5;32
02.01.2022 07:45;980;5,7;85;50
02.01.2022 08:00;980;5,6;84,5;43
02.01.2022 08:15;965;5,5;84;36
02.01.2022 08:30;975;5,6;84,5;125,5
02.01.2022 08:45;960;5,7;85;215
02.01.2022 09:00;955;6;84;243,5
02.01.2022 09:15;945;6,3;83;272
02.01.2022 09:30;955;6,4;83,5;268,5
02.01.2022 09:45;970;6,5;84;265
02.01.2022 10:00;960;6,65;83,5;293,5
02.01.2022 10:15;955;6,8;83;322
02.01.2022 10:30;960;7,15;82;304,5
02.01.2022 10:45;970;7,5;81;287
02.01.2022 11:00;965;7,55;80,5;329,5
02.01.2022 11:15;970;7,6;80;372
02.01.2022 11:30;985;7,95;78,5;343,5
02.01.2022 11:45;1000;8,3;77;315
02.01.2022 12:00;1015;8,7;76;329,5
02.01.2022 12:15;1010;9,1;75;344
02.01.2022 12:30;1015;9,35;73,5;258
02.01.2022 12:45;1025;9,6;72;172
02.01.2022 13:00;1025;9,7;71;208
02.01.2022 13:15;1040;9,8;70;244
02.01.2022 13:30;1045;10;70;201
02.01.2022 13:45;1055;10,2;70;158
02.01.2022 14:00;1055;10,1;70;111
02.01.2022 14:15;1060;10;70;64
02.01.2022 14:30;1040;10,15;70,5;50
02.01.2022 14:45;1045;10,3;71;36
02.01.2022 15:00;1040;10,15;71,5;21,5
02.01.2022 15:15;1030;10;72;7
02.01.2022 15:30;1020;9,85;73;3,5
02.01.2022 15:45;1030;9,7;74;0
02.01.2022 16:00;1055;9,65;74,5;0
02.01.2022 16:15;1040;9,6;75;0
02.01.2022 16:30;1045;9,6;75;0
02.01.2022 16:45;1055;9,6;75;0
02.01.2022 17:00;1060;9,6;75;0
02.01.2022 17:15;1050;9,6;75;0
02.01.2022 17:30;1050;9,6;75;0
02.01.2022 17:45;1030;9,6;75;0
02.01.2022 18:00;1045;9,55;75;0
02.01.2022 18:15;1035;9,5;75;0
02.01.2022 18:30;1025;9,4;75;0
02.01.2022 18:45;1035;9,3;75;0
02.01.2022 19:00;1035;9,35;74,5;0
02.01.2022 19:15;1030;9,4;74;0
02.01.2022 19:30;1015;9,5;73,5;0
02.01.2022 19:45;1020;9,6;73;0
02.01.2022 20:00;1020;9,45;74;0
02.01.2022 20:15;1005;9,3;75;0
02.01.2022 20:30;1010;9;76,5;0
02.01.2022 20:45;1005;8,7;78;0
02.01.2022 21:00;1010;8,6;78;0
02.01.2022 21:15;1010;8,5;78;0
02.01.2022 21:30;1000;8,35;78,5;0
02.01.2022 21:45;1000;8,2;79;0
02.01.2022 22:00;1015;8,1;79;0
02.01.2022 22:15;1005;8;79;0
02.01.2022 22:30;995;8;79;0
02.01.2022 22:45;995;8;79;0
02.01.2022 23:00;1005;8,05;78,5;0
02.01.2022 23:15;1000;8,1;78;0
02.01.2022 23:30;995;8,15;77,5;0
02.01.2022 23:45;1000;8,2;77;0
03.01.2022 00:00;1005;8,55;73,5;0
03.01.2022 00:15;1010;8,9;70;0
03.01.2022 00:30;995;10,75;60;0
03.01.2022 00:45;995;12,6;50;0
03.01.2022 01:00;1005;12,05;52,5;0
03.01.2022 01:15;1005;11,5;55;0
03.01.2022 01:30;995;11,65;54,5;0
03.01.2022 01:45;995;11,8;54;0
03.01.2022 02:00;1005;12,45;51,5;0
03.01.2022 02:15;1000;13,1;49;0
03.01.2022 02:30;995;13,3;48,5;0
03.01.2022 02:45;985;13,5;48;0
03.01.2022 03:00;990;13,4;48,5;0
03.01.2022 03:15;1000;13,3;49;0
03.01.2022 03:30;1010;13,15;49,5;0
03.01.2022 03:45;1010;13;50;0
03.01.2022 04:00;1020;12,75;51,5;0
03.01.2022 04:15;1030;12,5;53;0
03.01.2022 04:30;1010;12,45;53;0
03.01.2022 04:45;1015;12,4;53;0
03.01.2022 05:00;1025;12,55;54;0
03.01.2022 05:15;1025;12,7;55;0
03.01.2022 05:30;1010;12,85;54;0
03.01.2022 05:45;1010;13;53;0
03.01.2022 06:00;1020;13;53;0
03.01.2022 06:15;1025;13;53;0
03.01.2022 06:30;1025;13,05;52,5;0
03.01.2022 06:45;1025;13,1;52;0
03.01.2022 07:00;1030;12,85;53;3,5
03.01.2022 07:15;1030;12,6;54;7
03.01.2022 07:30;1035;12,75;54;21,5
03.01.2022 07:45;1020;12,9;54;36
03.01.2022 08:00;1035;12,65;55,5;50
03.01.2022 08:15;1040;12,4;57;64
03.01.2022 08:30;1035;12,25;58;114,5
03.01.2022 08:45;1030;12,1;59;165
03.01.2022 09:00;1035;12,45;57;208
03.01.2022 09:15;1050;12,8;55;251
03.01.2022 09:30;1050;13;54,5;272,5
03.01.2022 09:45;1045;13,2;54;294
03.01.2022 10:00;1060;13,2;54;276
03.01.2022 10:15;1065;13,2;54;258
03.01.2022 10:30;1070;13,15;54;294
03.01.2022 10:45;1075;13,1;54;330
03.01.2022 11:00;1095;13;54,5;326
03.01.2022 11:15;1110;12,9;55;322
03.01.2022 11:30;1125;12,95;55;336,5
03.01.2022 11:45;1120;13;55;351
03.01.2022 12:00;1125;12,7;56,5;336,5
03.01.2022 12:15;1135;12,4;58;322
03.01.2022 12:30;1135;12,45;57,5;308
03.01.2022 12:45;1115;12,5;57;294
03.01.2022 13:00;1140;12,45;58;276
03.01.2022 13:15;1160;12,4;59;258
03.01.2022 13:30;1160;12,5;58,5;236,5
03.01.2022 13:45;1185;12,6;58;215
03.01.2022 14:00;1185;12,6;58;150,5
03.01.2022 14:15;1185;12,6;58;86
03.01.2022 14:30;1190;12,5;58,5;61
03.01.2022 14:45;1180;12,4;59;36
03.01.2022 15:00;1170;12;62,5;21,5
03.01.2022 15:15;1165;11,6;66;7
03.01.2022 15:30;1180;11,35;66,5;3,5
03.01.2022 15:45;1175;11,1;67;0
03.01.2022 16:00;1155;11,15;65,5;0
03.01.2022 16:15;1150;11,2;64;0
03.01.2022 16:30;1130;11,15;64;0
03.01.2022 16:45;1135;11,1;64;0
03.01.2022 17:00;1135;11;65;0
03.01.2022 17:15;1135;10,9;66;0
03.01.2022 17:30;1140;10,9;66;0
03.01.2022 17:45;1130;10,9;66;0
03.01.2022 18:00;1125;10,95;65;0
03.01.2022 18:15;1150;11;64;0
03.01.2022 18:30;1145;11;63,5;0
03.01.2022 18:45;1140;11;63;0
03.01.2022 19:00;1145;11;62,5;0
03.01.2022 19:15;1145;11;62;0
03.01.2022 19:30;1150;11,05;60,5;0
03.01.2022 19:45;1145;11,1;59;0
03.01.2022 20:00;1125;11;59;0
03.01.2022 20:15;1140;10,9;59;0
03.01.2022 20:30;1130;10,65;60,5;0
03.01.2022 20:45;1105;10,4;62;0
03.01.2022 21:00;1100;10,35;62;0
03.01.2022 21:15;1110;10,3;62;0
03.01.2022 21:30;1100;10,3;62,5;0
03.01.2022 21:45;1095;10,3;63;0
03.01.2022 22:00;1090;10,15;63,5;0
03.01.2022 22:15;1090;10;64;0
03.01.2022 22:30;1090;9,9;64;0
03.01.2022 22:45;1080;9,8;64;0
03.01.2022 23:00;1070;9,85;63;0
03.01.2022 23:15;1065;9,9;62;0
03.01.2022 23:30;1070;9,95;61,5;0
03.01.2022 23:45;1075;10;61;0
04.01.2022 00:00;1060;9,9;61,5;0
04.01.2022 00:15;1065;9,8;62;0
04.01.2022 00:30;1070;9,75;62;0
04.01.2022 00:45;1080;9,7;62;0
04.01.2022 01:00;1065;9,65;62,5;0
04.01.2022 01:15;1060;9,6;63;0
04.01.2022 01:30;1065;9,5;63;0
04.01.2022 01:45;1065;9,4;63;0
04.01.2022 02:00;1060;9,4;63;0
04.01.2022 02:15;1055;9,4;63;0
04.01.2022 02:30;1070;9,4;64;0
04.01.2022 02:45;1065;9,4;65;0
04.01.2022 03:00;1050;9,45;65;0
04.01.2022 03:15;1055;9,5;65;0
04.01.2022 03:30;1070;9,65;64,5;0
04.01.2022 03:45;1060;9,8;64;0
04.01.2022 04:00;1050;9,9;64;0
04.01.2022 04:15;1055;10;64;0
04.01.2022 04:30;1055;10,2;63;0
04.01.2022 04:45;1065;10,4;62;0
04.01.2022 05:00;1055;10,1;61;0
04.01.2022 05:15;1055;9,8;60;0
04.01.2022 05:30;1055;9,75;61;0
04.01.2022 05:45;1065;9,7;62;0
04.01.2022 06:00;1050;9,4;63,5;0
04.01.2022 06:15;1055;9,1;65;0
04.01.2022 06:30;1065;8,9;65,5;0
04.01.2022 06:45;1055;8,7;66;0
04.01.2022 07:00;1045;8,6;67;0
04.01.2022 07:15;1035;8,5;68;0
04.01.2022 07:30;1045;8,2;69,5;3,5
04.01.2022 07:45;1040;7,9;71;7
04.01.2022 08:00;1045;8;71;14
04.01.2022 08:15;1035;8,1;71;21
04.01.2022 08:30;1045;8,4;69,5;35,5
04.01.2022 08:45;1045;8,7;68;50
04.01.2022 09:00;1045;8,65;68,5;39,5
04.01.2022 09:15;1045;8,6;69;29
04.01.2022 09:30;1060;8,8;68;39,5
04.01.2022 09:45;1060;9;67;50
04.01.2022 10:00;1045;9;68;53,5
04.01.2022 10:15;1050;9;69;57
04.01.2022 10:30;1085;8,85;70;93
04.01.2022 10:45;1075;8,7;71;129
04.01.2022 11:00;1075;8,65;71,5;100,5
04.01.2022 11:15;1070;8,6;72;72
04.01.2022 11:30;1080;8,6;73;68
04.01.2022 11:45;1075;8,6;74;64
04.01.2022 12:00;1075;8,85;72,5;46,5
04.01.2022 12:15;1070;9,1;71;29
04.01.2022 12:30;1085;8,9;73;32,5
04.01.2022 12:45;1095;8,7;75;36
04.01.2022 13:00;1085;9,05;72,5;43
04.01.2022 13:15;1085;9,4;70;50
04.01.2022 13:30;1070;9,55;69;39,5
04.01.2022 13:45;1085;9,7;68;29
04.01.2022 14:00;1095;9,95;66,5;39,5
04.01.2022 14:15;1090;10,2;65;50
04.01.2022 14:30;1090;10,2;65,5;39,5
04.01.2022 14:45;1085;10,2;66;29
04.01.2022 15:00;1090;10,35;65,5;18
04.01.2022 15:15;1090;10,5;65;7
04.01.2022 15:30;1080;10,6;64,5;3,5
04.01.2022 15:45;1085;10,7;64;0
04.01.2022 16:00;1075;10,75;62,5;0
04.01.2022 16:15;1085;10,8;61;0
04.01.2022 16:30;1085;10,85;59,5;0
04.01.2022 16:45;1080;10,9;58;0
04.01.2022 17:00;1085;10,9;58;0
04.01.2022 17:15;1070;10,9;58;0
04.01.2022 17:30;1075;10,75;59,5;0
04.01.2022 17:45;1095;10,6;61;0
04.01.2022 18:00;1100;10,45;62,5;0
04.01.2022 18:15;1110;10,3;64;0
04.01.2022 18:30;1095;12,55;60,5;0
04.01.2022 18:45;1105;14,8;57;0
04.01.2022 19:00;1110;13,65;57;0
04.01.2022 19:15;1105;12,5;57;0
04.01.2022 19:30;1100;12,95;56,5;0
04.01.2022 19:45;1110;13,4;56;0
04.01.2022 20:00;1075;13,4;57;0
04.01.2022 20:15;1095;13,4;58;0
04.01.2022 20:30;1105;12,85;58;0
04.01.2022 20:45;1100;12,3;58;0
04.01.2022 21:00;1120;12,1;58;0
04.01.2022 21:15;1075;11,9;58;0
04.01.2022 21:30;1140;11,95;58;0
04.01.2022 21:45;1110;12;58;0
04.01.2022 22:00;1095;11,8;58;0
04.01.2022 22:15;1110;11,6;58;0
04.01.2022 22:30;1120;11,9;58,5;0
04.01.2022 22:45;1105;12,2;59;0
04.01.2022 23:00;1100;13;60;0
04.01.2022 23:15;1100;13,8;61;0
04.01.2022 23:30;1120;14,05;61,5;0
04.01.2022 23:45;1130;14,3;62;0
05.01.2022 00:00;1130;14,15;63;0
05.01.2022 00:15;1125;14;64;0
05.01.2022 00:30;1130;13,5;64,5;0
05.01.2022 00:45;1110;13;65;0
05.01.2022 01:00;1100;12,1;66;0
05.01.2022 01:15;1125;11,2;67;0
05.01.2022 01:30;1120;11,2;67,5;0
05.01.2022 01:45;1120;11,2;68;0
05.01.2022 02:00;1135;11,05;68,5;0
05.01.2022 02:15;1125;10,9;69;0
05.01.2022 02:30;1125;11;69;0
05.01.2022 02:45;1115;11,1;69;0
05.01.2022 03:00;1110;11,05;69,5;0
05.01.2022 03:15;1115;11;70;0
05.01.2022 03:30;1125;10,9;70;0
05.01.2022 03:45;1110;10,8;70;0
05.01.2022 04:00;1105;10,65;71;0
05.01.2022 04:15;1120;10,5;72;0
05.01.2022 04:30;1120;10,35;72;0
05.01.2022 04:45;1125;10,2;72;0
05.01.2022 05:00;1105;10;69;0
05.01.2022 05:15;1115;9,8;66;0
05.01.2022 05:30;1115;9,4;67,5;0
05.01.2022 05:45;1120;9;69;0
05.01.2022 06:00;1105;8,55;72,5;0
05.01.2022 06:15;1055;8,1;76;0
05.01.2022 06:30;1110;8;77;0
05.01.2022 06:45;1110;7,9;78;0
05.01.2022 07:00;1100;7,95;78,5;0
05.01.2022 07:15;1120;8;79;0
05.01.2022 07:30;1110;8;77;3,5
05.01.2022 07:45;1115;8;75;7
05.01.2022 08:00;1120;8;73,5;7
05.01.2022 08:15;1125;8;72;7
05.01.2022 08:30;1110;8;70,5;7
05.01.2022 08:45;1115;8;69;7
05.01.2022 09:00;1115;7,8;69,5;14
05.01.2022 09:15;1105;7,6;70;21
05.01.2022 09:30;1090;7,35;72,5;25
05.01.2022 09:45;1095;7,1;75;29
05.01.2022 10:00;1115;7;74,5;43
05.01.2022 10:15;1160;6,9;74;57
05.01.2022 10:30;1190;6,95;72,5;64,5
05.01.2022 10:45;1190;7;71;72
05.01.2022 11:00;1185;7,1;70,5;68
05.01.2022 11:15;1215;7,2;70;64
05.01.2022 11:30;1240;7,1;70;60,5
05.01.2022 11:45;1250;7;70;57
05.01.2022 12:00;1245;7,05;70,5;57
05.01.2022 12:15;1205;7,1;71;57
05.01.2022 12:30;1145;7,1;70,5;50
05.01.2022 12:45;1180;7,1;70;43
05.01.2022 13:00;1150;7,2;69,5;43
05.01.2022 13:15;1180;7,3;69;43
05.01.2022 13:30;1180;7,35;69;36
05.01.2022 13:45;1170;7,4;69;29
05.01.2022 14:00;1160;7,45;68;25
05.01.2022 14:15;1145;7,5;67;21
05.01.2022 14:30;1115;7,45;67,5;17,5
05.01.2022 14:45;1110;7,4;68;14
05.01.2022 15:00;1130;7,4;67,5;7
05.01.2022 15:15;1130;7,4;67;0
05.01.2022 15:30;1135;7,3;66;0
05.01.2022 15:45;1150;7,2;65;0
05.01.2022 16:00;1125;6,9;63,5;0
05.01.2022 16:15;1125;6,6;62;0
05.01.2022 16:30;1130;6,35;61,5;0
05.01.2022 16:45;1140;6,1;61;0
05.01.2022 17:00;1145;5,9;61;0
05.01.2022 17:15;1160;5,7;61;0
05.01.2022 17:30;1155;5,7;59,5;0
05.01.2022 17:45;1155;5,7;58;0
05.01.2022 18:00;1150;5,6;56,5;0
05.01.2022 18:15;1145;5,5;55;0
05.01.2022 18:30;1150;5,3;56,5;0
05.01.2022 18:45;1145;5,1;58;0
05.01.2022 19:00;1155;5;59;0
05.01.2022 19:15;1150;4,9;60;0
05.01.2022 19:30;1150;4,75;59;0
05.01.2022 19:45;1140;4,6;58;0
05.01.2022 20:00;1140;4,45;58;0
05.01.2022 20:15;1145;4,3;58;0
05.01.2022 20:30;1140;4,25;57,5;0
05.01.2022 20:45;1135;4,2;57;0
05.01.2022 21:00;1135;4,2;56;0
05.01.2022 21:15;1130;4,2;55;0
05.01.2022 21:30;1135;4,15;55,5;0
05.01.2022 21:45;1130;4,1;56;0
05.01.2022 22:00;1130;4,05;56,5;0
05.01.2022 22:15;1135;4;57;0
05.01.2022 22:30;1130;4;57;0
05.01.2022 22:45;1130;4;57;0
05.01.2022 23:00;1125;4;57,5;0
05.01.2022 23:15;1130;4;58;0
05.01.2022 23:30;1130;4;58,5;0
05.01.2022 23:45;1125;4;59;0
06.01.2022 00:00;1130;3,95;59;0
06.01.2022 00:15;1125;3,9;59;0
06.01.2022 00:30;1130;3,85;59;0
06.01.2022 00:45;1120;3,8;59;0
06.01.2022 01:00;1120;3,8;59;0
06.01.2022 01:15;1125;3,8;59;0
06.01.2022 01:30;1125;3,75;59,5;0
06.01.2022 01:45;1125;3,7;60;0
06.01.2022 02:00;1130;3,65;61;0
06.01.2022 02:15;1130;3,6;62;0
06.01.2022 02:30;1125;3,6;62;0
06.01.2022 02:45;1130;3,6;62;0
06.01.2022 03:00;1130;3,6;62,5;0
06.01.2022 03:15;1125;3,6;63;0
06.01.2022 03:30;1130;3,6;63,5;0
06.01.2022 03:45;1125;3,6;64;0
06.01.2022 04:00;1120;3,6;64;0
06.01.2022 04:15;1115;3,6;64;0
06.01.2022 04:30;1110;3,65;64;0
06.01.2022 04:45;1110;3,7;64;0
06.01.2022 05:00;1100;3,7;65;0
06.01.2022 05:15;1090;3,7;66;0
06.01.2022 05:30;1090;3,65;66,5;0
06.01.2022 05:45;1075;3,6;67;0
06.01.2022 06:00;1080;3,6;67;0
06.01.2022 06:15;1090;3,6;67;0
06.01.2022 06:30;1080;3,6;67;0
06.01.2022 06:45;1085;3,6;67;0
06.01.2022 07:00;1080;3,6;67;3,5
06.01.2022 07:15;1080;3,6;67;7
06.01.2022 07:30;1075;3,7;66,5;21,5
06.01.2022 07:45;1075;3,8;66;36
06.01.2022 08:00;1075;3,85;66;68
06.01.2022 08:15;1070;3,9;66;100
06.01.2022 08:30;1065;4,05;65;161
06.01.2022 08:45;1075;4,2;64;222
06.01.2022 09:00;1075;4,4;63,5;240
06.01.2022 09:15;1070;4,6;63;258
06.01.2022 09:30;1070;4,65;63,5;279,5
06.01.2022 09:45;1065;4,7;64;301
06.01.2022 10:00;1065;4,8;64,5;311,5
06.01.2022 10:15;1070;4,9;65;322
06.01.2022 10:30;1065;5,1;63;340
06.01.2022 10:45;1065;5,3;61;358
06.01.2022 11:00;1065;5,4;61;361,5
06.01.2022 11:15;1065;5,5;61;365
06.01.2022 11:30;1070;5,75;60;358
06.01.2022 11:45;1070;6;59;351
06.01.2022 12:00;1075;5,8;59,5;225,5
06.01.2022 12:15;1075;5,6;60;100
06.01.2022 12:30;1070;5,5;61,5;75
06.01.2022 12:45;1070;5,4;63;50
06.01.2022 13:00;1070;5,5;61;93
06.01.2022 13:15;1065;5,6;59;136
06.01.2022 13:30;1050;5,6;58;139,5
06.01.2022 13:45;1065;5,6;57;143
06.01.2022 14:00;1070;5,5;57,5;150,5
06.01.2022 14:15;1070;5,4;58;158
06.01.2022 14:30;1075;5,25;52;97
06.01.2022 14:45;1075;5,1;46;36
06.01.2022 15:00;1070;4,75;54;25
06.01.2022 15:15;1060;4,4;62;14
06.01.2022 15:30;1065;4,25;62;7
06.01.2022 15:45;1055;4,1;62;0
06.01.2022 16:00;1065;3,95;60,5;0
06.01.2022 16:15;1065;3,8;59;0
06.01.2022 16:30;1070;3,75;55;0
06.01.2022 16:45;1075;3,7;51;0
06.01.2022 17:00;1075;3,6;51;0
06.01.2022 17:15;1075;3,5;51;0
06.01.2022 17:30;1065;3,2;56,5;0
06.01.2022 17:45;1065;2,9;62;0
06.01.2022 18:00;1055;2,7;62;0
06.01.2022 18:15;1055;2,5;62;0
06.01.2022 18:30;1050;2,45;61;0
06.01.2022 18:45;1065;2,4;60;0
06.01.2022 19:00;1055;2,3;61,5;0
06.01.2022 19:15;1050;2,2;63;0
06.01.2022 19:30;1050;2,1;62,5;0
06.01.2022 19:45;1050;2;62;0
06.01.2022 20:00;1040;2;60,5;0
06.01.2022 20:15;1030;2;59;0
06.01.2022 20:30;1025;1,95;57;0
06.01.2022 20:45;1035;1,9;55;0
06.01.2022 21:00;1030;1,9;53;0
06.01.2022 21:15;1035;1,9;51;0
06.01.2022 21:30;1025;1,9;50;0
06.01.2022 21:45;1030;1,9;49;0
06.01.2022 22:00;1020;1,6;55,5;0
06.01.2022 22:15;1020;1,3;62;0
06.01.2022 22:30;1005;1,2;66;0
06.01.2022 22:45;1020;1,1;70;0
06.01.2022 23:00;1025;1,05;71;0
06.01.2022 23:15;1030;1;72;0
06.01.2022 23:30;1020;1;72;0
06.01.2022 23:45;1025;1;72;0
07.01.2022 00:00;1020;1,05;70,5;0
07.01.2022 00:15;1020;1,1;69;0
07.01.2022 00:30;1010;1;69;0
07.01.2022 00:45;1000;0,9;69;0
07.01.2022 01:00;1005;0,9;71;0
07.01.2022 01:15;1015;0,9;73;0
07.01.2022 01:30;1005;0,5;75;0
07.01.2022 01:45;1010;0,1;77;0
07.01.2022 02:00;1010;0,2;77;0
07.01.2022 02:15;1010;0,3;77;0
07.01.2022 02:30;1005;0,05;76;0
07.01.2022 02:45;990;-0,2;75;0
07.01.2022 03:00;990;-0,35;75;0
07.01.2022 03:15;1000;-0,5;75;0
07.01.2022 03:30;1000;-0,45;75;0
07.01.2022 03:45;990;-0,4;75;0
07.01.2022 04:00;990;-0,55;76;0
07.01.2022 04:15;995;-0,7;77;0
07.01.2022 04:30;980;-0,8;77;0
07.01.2022 04:45;985;-0,9;77;0
07.01.2022 05:00;980;-0,9;77;0
07.01.2022 05:15;990;-0,9;77;0
07.01.2022 05:30;995;-1,15;77;0
07.01.2022 05:45;990;-1,4;77;0
07.01.2022 06:00;995;-1,55;77;0
07.01.2022 06:15;980;-1,7;77;0
07.01.2022 06:30;985;-1,65;77;0
07.01.2022 06:45;995;-1,6;77;0
07.01.2022 07:00;995;-1,4;74;7
07.01.2022 07:15;1000;-1,2;71;14
07.01.2022 07:30;1000;-1,1;69,5;43
07.01.2022 07:45;1005;-1;68;72
07.01.2022 08:00;1005;-0,85;67;104
07.01.2022 08:15;1010;-0,7;66;136
07.01.2022 08:30;1005;-0,55;64,5;172
07.01.2022 08:45;1000;-0,4;63;208
07.01.2022 09:00;1015;-0,25;62;236,5
07.01.2022 09:15;1015;-0,1;61;265
07.01.2022 09:30;1020;0,25;60;290
07.01.2022 09:45;1020;0,6;59;315
07.01.2022 10:00;1020;0,8;59;333
07.01.2022 10:15;1030;1;59;351
07.01.2022 10:30;1035;1,25;58;361,5
07.01.2022 10:45;1030;1,5;57;372
07.01.2022 11:00;1040;1,95;54,5;376
07.01.2022 11:15;1045;2,4;52;380
07.01.2022 11:30;1050;2,4;53,5;376
